Customer Id	Master Customer Cd	Master Customer Nm	Addr1	City	State	Zip	Customer Integration Customer Class Dsc	trauma_ctr_flg	Customer Class Dsc
000   	N053B1BIOS	BIOSOLUTION ONE INC					Other                                   	N	Researchers
000   	N001B2SFRN	SAINT FRANCIS HOSPITAL					Hospital                                	N	Hospital Out of Region
B1DBH 	N054B1DBH	DOCTORS CENTER ORLANDO HEALTH -DORADO	900 CARRETERA 696	DORADO	PR	00646	Hospital                                	N	Hospital Customer
037200	N019037200	MARSHALL CO	615 OLD SYMSONIA ROAD	BENTON	KY	42025	Hospital                                	N	Hospital Customer
B6SJOS	N038B6SJOS	LUTHERAN HOSPITAL DOWNTOWN	PO BOX 11807	FORT WAYNE	IN	46860	Hospital                                	N	Hospital Customer
B7BIOP	N032B7BIOP	BIOPHARM LABORATORIES, LLC					Other                                   	N	Hospital Customer
H0ASPW	N032H0ASPW	ASPIRUS WAUSAU HOSPITAL	211 FOREST STREET	WAUSAU	WI	54403	Hospital                                	Y	Hospital Customer
B0AUSL	N032B0AUSL	AURORA ST. LUKE'S MEDICAL CENTER					Hospital                                	N	Hospital Customer
34040 	N02934040	US NAVAL HOSPITAL-CHERRY POINT	MARINE CORPS AIR STATION	CHERRY POINT	NC	28533	Government                              	N	Military Hospital
000   	N049T1103T	HCA HOUSTON HEALTHCARE ER 24/7 CLEVELAND					Other                                   	N	Hospital Customer
P01415	N021P01415	OTHELLO COMMUNITY HOSPITAL	315 NORTH 14TH AVENUE	OTHELLO	WA	99344	Hospital                                	N	Hospital Customer
ROBWES	N001ROBWES	ROBERTS WESLEYAN COLLEGE	2301 WESTSIDE DRIVE	ROCHESTER	NY	14624	Hospital                                	N	Research Lab Customers
000   	N001B2MOSE	MOSES LUDINGTON HOSPITAL					Hospital                                	N	Hospital in Region
B1HARP	N013B1HARP	DMC HARPER UNIVERSITY HOSPITAL	C/O DMC ACCOUNTS PAYABLE	CHESTERTON	IN	46304	Hospital                                	N	Hospital Customer
S0GRAN	N027S0GRAN	GRANT MEMORIAL HOSPITAL	PO BOX 1019	PETERSBURG	WV	26847	Hospital                                	N	Hospital in Region
B1VETS	N001B1VETS	VA MEDICAL CENTER-SYRACUSE	800 IRVING AVE	SYRACUSE	NY	13210	Government                              	N	VA Hospital
T3560T	N049T3560T	THE CITY OF STEPHENVILLE FIRE DEPARTMENT					Ground Ambulance                        	N	Hospital in Region
2395  	N0122395	ATRIUM HEALTH MERCY	PO BOX 5379	PORTLAND	OR	97228-5379	Hospital                                	N	Hospital Customer
B2BAXT	N055B2BAXT	BAXTER REGIONAL MEDICAL CENTER	624 HOSPITAL DRIVE	MOUNTAIN HOME	AR	72653	Hospital                                	N	Hospital in Region
000   	N029VIBRA	VIBRA HOSPITAL OF RICHMOND					Hospital                                	N	Hospital Customer
A20194	N041A20194	MARSHALL COUNTY HEALTH CARE AUTHORITY	227 BRITTANY ROAD	GUNTERSVILLE	AL	35976	Hospital                                	N	Hospital Customer
C00242	N042C00242	MERCY MEDICAL CENTER-CANTON	1320 MERCY DRIVE	CANTON	OH	44708	Hospital                                	Y	Hospital Customer
B3ONTR	N006B3ONTR	KINDRED HOSPITAL ONTARIO	PO BOX 740054	LOUISVILLE	KY	40201	Hospital                                	N	Hospital Customer
1045  	N0041045	METRO WEST MEDICAL CENTER-NATICK					Hospital                                	N	Hospital in Region
5435  	N0025435	AIR METHODS-SALINA					Air Ambulance                           	N	Hospital Customer
B1DRCM	N053B1DRCM	LUMINIS HEALTH DOCTORS COMMUNITY MEDICAL CENTER	8118 GOOD LUCK RD	LANHAM	MD	20706	Hospital                                	N	Hospital Customer
007035	N001007035	HOSPITAL FOR SPECIAL SURGERY	535 EAST 70TH STREET	NEW YORK	NY	10021	Hospital                                	N	Hospital in Region
B2PECR	N054B2PECR	HOSPITAL MENONITA GUAYAMA	APARTADO 10011	GUAYAMA	PR	00784	Hospital                                	N	Hospital Customer
YALEMF	N088YALEMF	YALE UNIVERSITY - MARIA FERNANDEZ					Other                                   	N	Disposal Customer
000   	N016OSUD75	OSU-CANCER GENETICS/DR CALIQIURI					Other                                   	N	EO-Emerging Offerings
B1POCA	N035B1POCA	POCAHONTAS MEMORIAL HOSPITAL	150 DUNCAN RD	BUCKEYE	WV	24924	Hospital                                	N	Hospital Customer
000560	N024000560	UNION COUNTY DEACONESS HOSPITAL	4604 U.S. HIGHWAY 60 W	MORGANFIELD	KY	42437	Hospital                                	N	Hospital Customer
000415	N024000415	BAPTIST HOSPITAL LOUISVILLE	4000 KRESGE WAY	LOUISVILLE	KY	40207	Hospital                                	N	Hospital Customer
000470	N024000470	AUDUBON NORTON					Hospital                                	N	Hospital Customer
FCABIO	N088FCABIO	CAROLINA BIOLOGICAL	2700 YORK ROAD	BURLINGTON	NC	27215	Other                                   	N	EO-Hub Accts
B4DIAB	N084B4DIAB	JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS	PO BOX 9023	WALNUT CREEK	CA	94598-0923	Hospital                                	Y	Hospital Customer
DOY   	N022DOY	DOYLESTOWN HOSPITAL	595 WEST STATE STREET	DOYLESTOWN	PA	18901	Hospital                                	N	Hospital in Region
000   	N054B2PLAR	HOSPITAL LAFAYETTE					Hospital                                	N	Hospital Customer
SML   	N022SML	ST MARY MEDICAL CENTER	TH#41001-19300	TROY	MI	48007-7052	Hospital                                	Y	Hospital in Region
000   	N009B1STJO	ALEGENT CREIGHTON HEALTH UNIV MED CTR					Hospital                                	Y	Hospital Customer
B3GOOD	N020B3GOOD	NORTH CANYON MEDICAL CENTER	267 NORTH CANYON DRIVE	GOODING	ID	83330	Hospital                                	N	Hospital Customer
B1PWCH	N011B1PWCH	PROGRESS WEST HOSPITAL	2 PROGRESS POINT PARKWAY	O FALLON	MO	63366	Hospital                                	N	Hospital in Region
000   	N088CBRI	CLINICAL BIOTECHNOLOGY RESEARCH INST					Waste / Disposal                        	N	Researchers
T4215T	N049T4215T	HUNT REGIONAL HEALTHCARE					Hospital                                	N	Hospital in Region
32800 	N019032800	MARSHALL MEDICAL CENTER					Hospital                                	N	Hospital Customer
B8FORR	N055B8FORR	FORREST CITY MEDICAL CENTER	1601 NEWCASTLE ROAD	FORREST CITY	AR	72335	Hospital                                	N	Hospital Customer
B0MTSI	N040B0MTSI	MT SINAI HOSPITAL	1501 S CALIFORNIA	CHICAGO	IL	60608	Hospital                                	Y	Hospital Customer
B3LIMA	N038B3LIMA	LIMA MEMORIAL HOSPITAL	1001 BELLEFONTAINE AVENUE	LIMA	OH	45804	Hospital                                	Y	Hospital Customer
B1SOMD	N053B1SOMD	MEDSTAR SOUTHERN MARYLAND HOSPITAL CTR	7503 SURRATTS ROAD	CLINTON	MD	20735	Hospital                                	N	Hospital Customer
B0RUMC	N040B0RUSH	RUSH UNIVERSITY MEDICAL CENTER					Hospital                                	N	Disposal Customer
B4GOSH	N038B4GOSH	GOSHEN HOSPITAL	PO BOX 139	GOSHEN	IN	46526-0139	Hospital                                	N	Hospital Customer
B19239	N002B19239	WASHINGTON COUNTY HOSPITAL	304 EAST 3RD STREET	WASHINGTON	KS	66968	Hospital                                	N	Hospital Customer
P01412	N021P01412	NORTH VALLEY HOSPITAL	203 SOUTH WESTERN	TONASKET	WA	98855	Hospital                                	N	Hospital Customer
C00009	N042C00009	FAIRVIEW HOSPITAL	18101 LORAIN AVENUE	CLEVELAND	OH	44111	Hospital                                	Y	Hospital Customer
S98IMC	N020S98IMC	INTERMOUNTAIN MEDICAL CENTER	5121 SOUTH COTTONWOOD STREET	MURRAY	UT	84157	Hospital                                	Y	External Blood Bank Customers
CARTBC	N029CARTBC	UNIVERSITY OF VA CARTER IMM CENTER					Hospital                                	N	EO-Emerging Offerings
P00005	N021P00005	PROVIDENCE ST VINCENT MEDICAL CENTER	9205 SW BARNES ROAD	PORTLAND	OR	97225	Hospital                                	N	Hospital Customer
B2CLIF	N001B2CLIF	CLIFTON FINE HOSPITAL	1014 OSWEGATCHIE TRAIL ROAD	STAR LAKE	NY	13690	Hospital                                	N	Hospital in Region
THRH  	N022XRG	READING HOSPITAL	739 READING AVENUE, 3RD FLOOR S	WEST READING	PA	19611	Hospital                                	Y	Hospital Customer
000   	N040RS001R	RUSH UNIVERSITY MEDICAL CENTER					Hospital                                	N	Researchers
BOON  	N027BOON	BOONE MEMORIAL HOSPITAL	701 MADISON AVENUE	MADISON	WV	25130	Hospital                                	N	Hospital in Region
TJHUBC	N053TJHUBC	THE JOHNS HOPKINS UNIVERSITY					Hospital                                	N	EO-Emerging Offerings
IRL019	N600IRL019	ARCBS-TENNESSEE VALLEY REGION-REF LAB	2201 CHARLOTTE AVENUE	NASHVILLE	TN	37203	American Red Cross                      	N	Internal Location
B3JTTN	N038B3JTTN	JOINT TWP DIST MEMORIAL HOSPITAL	200 ST CLAIR STREET	SAINT MARYS	OH	45885	Hospital                                	N	Hospital Customer
B14955	N002B14955	EDWARDS COUNTY HOSPITAL	PO BOX 99	KINSLEY	KS	67547	Hospital                                	N	Hospital Customer
C0SHRN	N027C0SHRN	TENOR HEALTH FOUNDATION SHARON LLC					Hospital                                	N	Hospital Customer
1038  	N0041038	MARTHA'S VINEYARD HOSPITAL	BOX 1477	OAK BLUFFS	MA	02557	Hospital                                	N	Hospital in Region
B4CBUS	N009B4CBUS	COLUMBUS COMMUNITY INC	4600 38TH STREET	COLUMBUS	NE	68601	Hospital                                	N	Hospital Customer
M7ALAD	N032M7ALAD	DAVID AL ADRA MD PHD					Other                                   	N	Researchers
19SJMB	N01819SJMB	ST JOSEPH MERCY HEALTH BRIGHTON	TH# 16110	TROY	MI	48007-7007	Hospital                                	N	Hospital Customer
1146  	N0031146	TIFT REGIONAL MEDICAL CENTER	PO BOX 747	TIFTON	GA	31793	Hospital                                	N	Hospital Customer
COO   	N022COO	COOPER UNIVERSITY HOSPITAL	ONE COOPER PLAZA, P053A	CAMDEN	NJ	08103	Hospital                                	Y	Hospital Customer
000   	N022NNJHMC	HUNTERDON HEALTHCARE					Hospital                                	N	Hospital Out of Region
A46020	N041A46020	REGIONAL AIR-MEDICAL SERVICES	3925 OLD BIRMINGHAM HIGHWAY	JASPER	AL	35501	Air Ambulance                           	N	Hospital Customer
7024  	N0337024	DANBURY HOSPITAL	24 HOSPITAL AVENUE	DANBURY	CT	06810	Hospital                                	Y	Hospital in Region
000   	N022NNJSUS	ST CLARES HOSPITAL-SUSSEX					Hospital                                	N	Hospital in Region
000   	N038B5METM	THE METHODIST HOSPITALS, INC SOUTHLAKE CAMPUS					Hospital                                	N	Hospital Customer
S98ORM	N020S98ORM	OGDEN REGIONAL MEDICAL CENTER	1151 ENTERPRISE DRIVE	COPPELL	TX	75019	Hospital                                	Y	Hospital Customer
000   	N016OSURES	OSU RESEARCH FOUNDATION					Other                                   	N	Researchers
B6PMHS	N011B6PMHS	PEMISCOT MEMORIAL HEALTH SYSTEMS	PO BOX 489	HAYTI	MO	63851	Hospital                                	N	Hospital Out of Region
169   	N088169	LYNDON B JOHNSON MEDICAL CTR	PO BOX LBJ TROPICAL MEDICAL	PAGO PAGO	AS	96799	Hospital                                	N	EO-Hub Accts
CTY008	N016CTY008	HOCKING VALLEY COMMUNITY HOSPITAL	PO BOX 966	LOGAN	OH	43138	Hospital                                	N	Hospital Customer
UVHLBC	N029UVHLBC	HUI LI	345 CRISPELL DRIVE	CHARLOTTESVILLE	VA	22908	Other                                   	N	EO-Emerging Offerings
FEIN  	N006FEIN	FENWAL INTERNATIONAL INC	CARRETERA SANCHEEZ KM 18.5	SAN CRISTOBAL	DO		Other                                   	N	Hospital Customer
FRHMH 	N084FRHMH	ADVENTIST HEALTH HOWARD MEMORIAL					Hospital                                	N	Hospital Customer
P00509	N021P00509	COQUILLE VALLEY HOSPITAL	940 EAST 5TH STREET	COQUILLE	OR	97423	Hospital                                	N	Hospital Customer
13063 	N02913063	RIVERSIDE SMITHFIELD HOSPITAL	608 DENBIGH BLVD STE 703	NEWPORT NEWS	VA	23608	Hospital                                	N	Hospital Customer
7516  	N0217516	AIR METHODS PORTALES					Air Ambulance                           	N	Unclassified
AUST  	N017AUST	MAYO CLINIC HEALTH SYSTEMS AUSTIN	1000 FIRST DRIVE NW	AUSTIN	MN	55912	Hospital                                	N	Hospital Customer
B6CHYN	N009B6CHYN	CHEYENNE COUNTY HOSPITAL	210 W FIRST	SAINT FRANCIS	KS	67756	Hospital                                	N	Hospital Customer
KSMAR 	N006KSMAR	KAISER - SAN MARCOS MEDICAL CENTER					Hospital                                	N	Hospital Customer
S0SHEN	N027S0SHEN	SHENANDOAH MEMORIAL HOSPITAL	VALLEY HEALTH	WINCHESTER	VA	22604	Hospital                                	N	Hospital in Region
B8NRMC	N011B8NRMC	NORTHEAST REGIONAL MEDICAL CENTER	PO BOX C8502	KIRKSVILLE	MO	63501	Hospital                                	N	Hospital Customer
B2HOCO	N006B3HOCO	SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD	3415 S SEPULVEDA BOULEVARD	LOS ANGELES	CA	90034	Hospital                                	N	Hospital Customer
B1HUGW	N003B1HUGW	PIEDMONT EASTSIDE HOSPITAL	1700 MEDICAL WAY	SNELLVILLE	GA	30078	Hospital                                	N	Hospital Customer
B9SAWT	N006B9SAWT	VA GREATER LOS ANGELES HEALTHCARE SYSTEM	36C26224N045 12/01/23 - 11/30/24	AUSTIN	TX	78714	Government                              	N	Hospital Customer
COL012	N016COL012	OHIO STATE UNIVERSITY WEXNER MEDICAL CENTER	410 W 10TH AVE	COLUMBUS	OH	43210	Hospital                                	Y	Hospital Customer
000   	N088NCAR	NORTHERN CALIFORNIA RESEARCH					Other                                   	N	Hospital Customer
8918  	N0048918	LINA MEDICAL					Other                                   	N	Hospital Out of Region
5229  	N0075229	AIR METHODS - KINGMAN					Air Ambulance                           	N	Unclassified
B3HMDP	N054B3HMDP	HOSPITAL METROPOLITANO DR PILA DE PONCE	C/O DR PILA	PONCE	PR	00733	Hospital                                	N	Hospital in Region
LONG  	N017LONG	CENTRACARE HEALTH-LONG PRAIRIE	50 CENTRACARE DRIVE	LONG PRAIRIE	MN	56347	Hospital                                	Y	Hospital Customer
B82BLS	N040B82BLS	BLESSING HOSPITAL	1005 BROADWAY	QUINCY	IL	62301	Hospital                                	Y	Hospital Customer
B1KAIS	N053B1KAIS	KAISER FOUNDATION HEALTH PLAN	6111 EXECUTIVE BOULEVARD	ROCKVILLE	MD	20852	Hospital                                	N	Hospital in Region
000   	N016OSUD43	OSU-DIV OF HEMATOLOGY-DR BENSON					Other                                   	N	EO-Emerging Offerings
GESTBC	N003GESTBC	GA STATE UNIV INSTITUTE FOR BIOMEDICAL SCIENCES CENTER FOR TRANSLATIONAL IMMUNOLOGY					Other                                   	N	EO-Emerging Offerings
000   	N041A10094	FAYETTE MEDICAL CENTER					Hospital                                	N	Hospital Customer
B7HLND	N027B7HLND	PENN HIGHLANDS CONNELLSVILLE	401 E MURPHY AVE	CONNELLSVILLE	PA	15425	Hospital                                	N	Hospital in Region
WBMCOB	N003WBMCOB	WEST BOCA MEDICAL CENTER					Hospital                                	N	Hospital Customer
000   	N04900146D	MCALESTER REGIONAL HEALTH CENTER					Hospital                                	Y	Hospital Customer
P00010	N021P00010	PORTLAND ADVENTIST MEDICAL CENTER	PO BOX 619085	ROSEVILLE	CA	95661	Hospital                                	Y	Hospital Customer
R0KING	N088R0KING	KING PHARMACEUTICAL	PFIZER INC GFSS-AMERICAS	BARTLETT	TN	38184-0600	Other                                   	N	EO-Hub Accts
B1MYNR	N027B1MYNR	CONEMAUGH MINERS HOSPITAL	290 HAIDA AVENUE	HASTINGS	PA	16646	Hospital                                	N	Hospital in Region
B0GETT	N053B0GETT	WELLSPAN GETTYSBURG HOSPITAL	C/O WELLSPAN FINANCE DEPT	YORK	PA	17405-2767	Hospital                                	N	Hospital Customer
001570	N024001570	HARRISBURG MEDICAL CENTER	SOUTHERN ILLINOIS HEALTHCARE	CARBONDALE	IL	62902	Hospital                                	N	Hospital Customer
B1ALEX	N053B1ALEX	ALEXANDRIA HOSPITAL-ALEXANDRIA	4320 SEMINARY RD	ALEXANDRIA	VA	22304-1535	Hospital                                	N	Hospital Customer
000   	N013B4OPMC	OAKLAND PHYSICIANS MEDICAL CENTER					Hospital                                	N	Hospital in Region
000   	N084RTLAB	REDWOOD TOXICOLOGY LABORATORY					Other                                   	N	Hospital Customer
B17711	N002B17711	SATANTA DISTRICT HOSPITAL	PO BOX 159	SATANTA	KS	67870	Hospital                                	N	Hospital Customer
9803  	N0049803	HOLY FAMILY HOSPITAL-HAVERHILL	LG NEWCORP INC	LAWRENCE	MA	01841	Hospital                                	N	Hospital Customer
STMYFL	N003STMYFL	ST MARYS MED/PALM BEACH CHILDRENS HOSP					Hospital                                	N	Hospital Customer
5420  	N0115420	AIR METHODS SPARTA					Air Ambulance                           	N	Unclassified
B6DUPT	N038B6DUPT	DUPONT HOSPITAL	PO BOX 11768	FORT WAYNE	IN	46860	Hospital                                	N	Hospital in Region
MEDI  	N021MEDI	MEDION GRIFOLS DIAGNOSTICS AG					Other                                   	N	Hospital Customer
000   	N003B3PWLT	PIEDMONT WALTON HOSPITAL					Hospital                                	N	Hospital Customer
2012  	N0122012	VA MEDICAL CENTER - ASHEVILLE	DEPT OF VA, FINANCIAL SVCS CTR	AUSTIN	TX	78714-9971	Government                              	N	Hospital Customer
UCSFPA	N084UCSFPA	UCSF MEDICAL CENTER	505 PARNASSUS AVE	SAN FRANCISCO	CA	94143	Hospital                                	N	Hospital Customer
COL020	N016COL020	MT CARMEL NEW ALBANY SURGICAL HOSPITAL	PO BOX 7007	TROY	MI	48007	Hospital                                	N	Hospital in Region
29200 	N019029200	NORTHCREST MED CTR					Hospital                                	N	Hospital Customer
B1FLOW	N050B1FLOW	PROMEDICA FLOWER HOSPITAL	MSC-J48714	TOLEDO	OH	43604	Hospital                                	N	Hospital Customer
A45013	N041A45013	JOHN PAUL JONES HOSPITAL	317 MCWILLIAM AVENUE	CAMDEN	AL	36726	Hospital                                	N	Hospital in Region
000   	N055B6DCMC	DALLAS COUNTY MEDICAL CENTER					Hospital                                	N	Hospital Customer
000   	N006B1SBCH	SANTA BARBARA COTTAGE HOSPITAL					Hospital                                	N	Hospital in Region
P00846	N021P00846	UNIVERSITY OF WASHINGTON	PO BOX 50014	SEATTLE	WA	98145	Hospital                                	N	Hospital in Region
2010  	N024002010	KENTUCKIANA MEDICAL CENTER					Hospital                                	N	Hospital in Region
000   	N01805BCVA	VA MEDICAL CENTER					Government                              	N	Hospital Customer
B1HOLY	N053B1HOLY	HOLY CROSS HOSPITAL	C/O TRINITY HEALTH EAST	TROY	MI	48007-7052	Hospital                                	N	Hospital Customer
